"Collaborators","Count","Abstract"
"Duke University",19,"historically, through the conduct of prospective clinical trials, breast cancersurgeons have performed less radical breast and axillary surgeries with nosurvival decrement to our patients. currently, other opportunities exist for thetreating breast surgeon to do less. possibilities include active surveillance forductal carcinoma in situ, ablative therapy for small primary breast cancers,selective omission of a sentinel node biopsy, and selective elimination of breastsurgery after neoadjuvant systemic therapy. breast surgeons must be leaders inthe development and testing of effective therapy with the least interventionpossible."
"Duke University",19,"purpose: to investigate the degree to which lung ventilation and gas exchange areregionally correlated, using the emerging technology of hyperpolarized (hp)-129xemagnetic resonance imaging (mri).methods and materials: hyperpolarized-129xe mri studies were performed on 17institutional review board-approved human subjects, including 13 healthyvolunteers, 1 emphysema patient, and 3 non-small cell lung cancer patients imagedbefore and approximately 11â weeks after radiation therapy (rt). subjects inhaled1â l of hp-129xe mixture, followed by the acquisition of interleaved ventilationand gas exchange images, from which maps were obtained of the relative hp-129xedistribution in three states: (1) gaseous, in lung airspaces; (2) dissolvedinterstitially, in alveolar barrier tissue; and (3) transferred to red bloodcells (rbcs), in the capillary vasculature. the relative spatial distributions ofhp-129xe in airspaces (regional ventilation) and rbcs (regional gas transfer)were compared. further, we investigated the degree to which ventilation and rbctransfer images identified similar functional regions of interest (rois) suitablefor functionally guided rt. for the rt patients, both ventilation and rbcfunctional images were used to calculate differences in the lung dose-functionhistogram and functional effective uniform dose.results: the correlation of ventilation and rbc transfer was ïâ =â 0.39â â±â 0.15 inhealthy volunteers. for the rt patients, this correlation was ïâ =â 0.53â â±â 0.02before treatment and ïâ =â 0.39â â±â 0.07 after treatment; for the emphysema patientit was ïâ =â 0.24. comparing functional rois, ventilation and rbc transferdemonstrated poor spatial agreement: dice similarity coefficientâ =â 0.50â â±â 0.07and 0.26â â±â 0.12 for the highest-33%- and highest-10%-function rois in healthyvolunteers, and in rt patients (before treatment) these were 0.58â â±â 0.04 and0.40â â±â 0.04. the average magnitude of the differences between rbc- andventilation-derived functional effective uniform dose, fv20gy, fv10gy, and fv5gywere 1.5â â±â 1.4â gy, 4.1%â â±â 3.8%, 5.0%â â±â 3.8%, and 5.3%â â±â 3.9%, respectively.conclusion: ventilation may not be an effective surrogate for true regional lungfunction for all patients."
"Duke University",19,"purpose: to investigate the degree to which lung ventilation and gas exchange areregionally correlated, using the emerging technology of hyperpolarized (hp)-129xemagnetic resonance imaging (mri).methods and materials: hyperpolarized-129xe mri studies were performed on 17institutional review board-approved human subjects, including 13 healthyvolunteers, 1 emphysema patient, and 3 non-small cell lung cancer patients imagedbefore and approximately 11â weeks after radiation therapy (rt). subjects inhaled1â l of hp-129xe mixture, followed by the acquisition of interleaved ventilationand gas exchange images, from which maps were obtained of the relative hp-129xedistribution in three states: (1) gaseous, in lung airspaces; (2) dissolvedinterstitially, in alveolar barrier tissue; and (3) transferred to red bloodcells (rbcs), in the capillary vasculature. the relative spatial distributions ofhp-129xe in airspaces (regional ventilation) and rbcs (regional gas transfer)were compared. further, we investigated the degree to which ventilation and rbctransfer images identified similar functional regions of interest (rois) suitablefor functionally guided rt. for the rt patients, both ventilation and rbcfunctional images were used to calculate differences in the lung dose-functionhistogram and functional effective uniform dose.results: the correlation of ventilation and rbc transfer was ïâ =â 0.39â â±â 0.15 inhealthy volunteers. for the rt patients, this correlation was ïâ =â 0.53â â±â 0.02before treatment and ïâ =â 0.39â â±â 0.07 after treatment; for the emphysema patientit was ïâ =â 0.24. comparing functional rois, ventilation and rbc transferdemonstrated poor spatial agreement: dice similarity coefficientâ =â 0.50â â±â 0.07and 0.26â â±â 0.12 for the highest-33%- and highest-10%-function rois in healthyvolunteers, and in rt patients (before treatment) these were 0.58â â±â 0.04 and0.40â â±â 0.04. the average magnitude of the differences between rbc- andventilation-derived functional effective uniform dose, fv20gy, fv10gy, and fv5gywere 1.5â â±â 1.4â gy, 4.1%â â±â 3.8%, 5.0%â â±â 3.8%, and 5.3%â â±â 3.9%, respectively.conclusion: ventilation may not be an effective surrogate for true regional lungfunction for all patients."
"Duke University",19,"purpose: to investigate the degree to which lung ventilation and gas exchange areregionally correlated, using the emerging technology of hyperpolarized (hp)-129xemagnetic resonance imaging (mri).methods and materials: hyperpolarized-129xe mri studies were performed on 17institutional review board-approved human subjects, including 13 healthyvolunteers, 1 emphysema patient, and 3 non-small cell lung cancer patients imagedbefore and approximately 11â weeks after radiation therapy (rt). subjects inhaled1â l of hp-129xe mixture, followed by the acquisition of interleaved ventilationand gas exchange images, from which maps were obtained of the relative hp-129xedistribution in three states: (1) gaseous, in lung airspaces; (2) dissolvedinterstitially, in alveolar barrier tissue; and (3) transferred to red bloodcells (rbcs), in the capillary vasculature. the relative spatial distributions ofhp-129xe in airspaces (regional ventilation) and rbcs (regional gas transfer)were compared. further, we investigated the degree to which ventilation and rbctransfer images identified similar functional regions of interest (rois) suitablefor functionally guided rt. for the rt patients, both ventilation and rbcfunctional images were used to calculate differences in the lung dose-functionhistogram and functional effective uniform dose.results: the correlation of ventilation and rbc transfer was ïâ =â 0.39â â±â 0.15 inhealthy volunteers. for the rt patients, this correlation was ïâ =â 0.53â â±â 0.02before treatment and ïâ =â 0.39â â±â 0.07 after treatment; for the emphysema patientit was ïâ =â 0.24. comparing functional rois, ventilation and rbc transferdemonstrated poor spatial agreement: dice similarity coefficientâ =â 0.50â â±â 0.07and 0.26â â±â 0.12 for the highest-33%- and highest-10%-function rois in healthyvolunteers, and in rt patients (before treatment) these were 0.58â â±â 0.04 and0.40â â±â 0.04. the average magnitude of the differences between rbc- andventilation-derived functional effective uniform dose, fv20gy, fv10gy, and fv5gywere 1.5â â±â 1.4â gy, 4.1%â â±â 3.8%, 5.0%â â±â 3.8%, and 5.3%â â±â 3.9%, respectively.conclusion: ventilation may not be an effective surrogate for true regional lungfunction for all patients."
"Duke University",19,"purpose: to investigate the degree to which lung ventilation and gas exchange areregionally correlated, using the emerging technology of hyperpolarized (hp)-129xemagnetic resonance imaging (mri).methods and materials: hyperpolarized-129xe mri studies were performed on 17institutional review board-approved human subjects, including 13 healthyvolunteers, 1 emphysema patient, and 3 non-small cell lung cancer patients imagedbefore and approximately 11â weeks after radiation therapy (rt). subjects inhaled1â l of hp-129xe mixture, followed by the acquisition of interleaved ventilationand gas exchange images, from which maps were obtained of the relative hp-129xedistribution in three states: (1) gaseous, in lung airspaces; (2) dissolvedinterstitially, in alveolar barrier tissue; and (3) transferred to red bloodcells (rbcs), in the capillary vasculature. the relative spatial distributions ofhp-129xe in airspaces (regional ventilation) and rbcs (regional gas transfer)were compared. further, we investigated the degree to which ventilation and rbctransfer images identified similar functional regions of interest (rois) suitablefor functionally guided rt. for the rt patients, both ventilation and rbcfunctional images were used to calculate differences in the lung dose-functionhistogram and functional effective uniform dose.results: the correlation of ventilation and rbc transfer was ïâ =â 0.39â â±â 0.15 inhealthy volunteers. for the rt patients, this correlation was ïâ =â 0.53â â±â 0.02before treatment and ïâ =â 0.39â â±â 0.07 after treatment; for the emphysema patientit was ïâ =â 0.24. comparing functional rois, ventilation and rbc transferdemonstrated poor spatial agreement: dice similarity coefficientâ =â 0.50â â±â 0.07and 0.26â â±â 0.12 for the highest-33%- and highest-10%-function rois in healthyvolunteers, and in rt patients (before treatment) these were 0.58â â±â 0.04 and0.40â â±â 0.04. the average magnitude of the differences between rbc- andventilation-derived functional effective uniform dose, fv20gy, fv10gy, and fv5gywere 1.5â â±â 1.4â gy, 4.1%â â±â 3.8%, 5.0%â â±â 3.8%, and 5.3%â â±â 3.9%, respectively.conclusion: ventilation may not be an effective surrogate for true regional lungfunction for all patients."
"Duke University",19,"purpose: imaging parameters from 18f-fluorodeoxyglucose positron emissiontomography (18f-fdg pet) before and after chemoradiation therapy (crt) foranalâ canal cancer correlate with clinical outcomes. this prospective,hypothesis-generating pilot study investigates the relationship between interimpet imaging during crt for anal canal cancer and clinical outcome.methods and materials: from june 2012 to august 2015, 30 patients with anal canalcancer were enrolled in a prospective clinical study of pet prior to and duringcrt after âˆ¼30â gy. pet parameters of the primary site included maximumstandardized uptake value (suvmax), metabolic tumor volume (mtv), and totallesion glycolysis (tlg). mtv and tlg were calculated based on 40% suvmax (mtv40,tlg40) orâ suv 2.5 (mtv2.5, tlg2.5) thresholds for pretreatment and interimimages. absolute and change in pet parameters were assessed for association withfreedom from local and regional recurrence (fflr) using single-predictor coxregression models. local and regional recurrence were primary and nodal(in-field) recurrences, respectively.results: twenty-three patients were eligible for analysis. patients were excludedwith nonsquamous cell histology, recurrent anal cancer, and incomplete studiesdue to treatment toxicity or patient choice. median follow-up was 2.5â years.pretreatment mtv40 (hr 1.4 [95% ci 1.02-2.05]), interim mtv2.5 (1.4 [1.04-1.89]),and interim tlg2.5 (1.1 [1.01-1.21]) were associated with fflr.conclusions: in this prospective pilot study, interim pet parameters wereassociated with fflr. these results warrant further investigation assessing thevalue of interim pet as a biomarker of response in the treatment of patients withanal cancer."
"Duke University",19,"purpose: imaging parameters from 18f-fluorodeoxyglucose positron emissiontomography (18f-fdg pet) before and after chemoradiation therapy (crt) foranalâ canal cancer correlate with clinical outcomes. this prospective,hypothesis-generating pilot study investigates the relationship between interimpet imaging during crt for anal canal cancer and clinical outcome.methods and materials: from june 2012 to august 2015, 30 patients with anal canalcancer were enrolled in a prospective clinical study of pet prior to and duringcrt after âˆ¼30â gy. pet parameters of the primary site included maximumstandardized uptake value (suvmax), metabolic tumor volume (mtv), and totallesion glycolysis (tlg). mtv and tlg were calculated based on 40% suvmax (mtv40,tlg40) orâ suv 2.5 (mtv2.5, tlg2.5) thresholds for pretreatment and interimimages. absolute and change in pet parameters were assessed for association withfreedom from local and regional recurrence (fflr) using single-predictor coxregression models. local and regional recurrence were primary and nodal(in-field) recurrences, respectively.results: twenty-three patients were eligible for analysis. patients were excludedwith nonsquamous cell histology, recurrent anal cancer, and incomplete studiesdue to treatment toxicity or patient choice. median follow-up was 2.5â years.pretreatment mtv40 (hr 1.4 [95% ci 1.02-2.05]), interim mtv2.5 (1.4 [1.04-1.89]),and interim tlg2.5 (1.1 [1.01-1.21]) were associated with fflr.conclusions: in this prospective pilot study, interim pet parameters wereassociated with fflr. these results warrant further investigation assessing thevalue of interim pet as a biomarker of response in the treatment of patients withanal cancer."
"Duke University",19,"purpose: imaging parameters from 18f-fluorodeoxyglucose positron emissiontomography (18f-fdg pet) before and after chemoradiation therapy (crt) foranalâ canal cancer correlate with clinical outcomes. this prospective,hypothesis-generating pilot study investigates the relationship between interimpet imaging during crt for anal canal cancer and clinical outcome.methods and materials: from june 2012 to august 2015, 30 patients with anal canalcancer were enrolled in a prospective clinical study of pet prior to and duringcrt after âˆ¼30â gy. pet parameters of the primary site included maximumstandardized uptake value (suvmax), metabolic tumor volume (mtv), and totallesion glycolysis (tlg). mtv and tlg were calculated based on 40% suvmax (mtv40,tlg40) orâ suv 2.5 (mtv2.5, tlg2.5) thresholds for pretreatment and interimimages. absolute and change in pet parameters were assessed for association withfreedom from local and regional recurrence (fflr) using single-predictor coxregression models. local and regional recurrence were primary and nodal(in-field) recurrences, respectively.results: twenty-three patients were eligible for analysis. patients were excludedwith nonsquamous cell histology, recurrent anal cancer, and incomplete studiesdue to treatment toxicity or patient choice. median follow-up was 2.5â years.pretreatment mtv40 (hr 1.4 [95% ci 1.02-2.05]), interim mtv2.5 (1.4 [1.04-1.89]),and interim tlg2.5 (1.1 [1.01-1.21]) were associated with fflr.conclusions: in this prospective pilot study, interim pet parameters wereassociated with fflr. these results warrant further investigation assessing thevalue of interim pet as a biomarker of response in the treatment of patients withanal cancer."
"Duke University",19,"purpose: bevacizumab is a vegf-specific angiogenesis inhibitor indicated as anadjunct to chemotherapy for the treatment of multiple cancers. hypertension iscommonly observed during bevacizumab treatment, and high-grade toxicity can limittherapy or lead to cardiovascular complications. the factors that contribute tointerindividual variability in blood pressure rise during bevacizumab treatmentare not well understood.experimental design: to identify genomic regionsassociated with bevacizumab-induced hypertension risk, sequencing of candidategenes and flanking regulatory regions was performed on 61 patients treated withbevacizumab (19 cases developed early-onset grade 3 hypertension and 42 controlshad no reported hypertension in the first six cycles of treatment). snp-basedtests for common variant associations and gene-based tests for rare variantassociations were performed in 174 candidate genes.results: four common variantsin independent linkage disequilibrium blocks between slc29a1 and hsp90ab1 wereamong the top associations. validation in larger bevacizumab-treated cohortssupported association between rs9381299 with early grade 3+ hypertension (p =0.01; or, 2.4) and systolic blood pressure >180 mm hg (p = 0.02; or, 2.1).rs834576 was associated with early grade 3+ hypertension in calgb 40502 (p =0.03; or, 2.9). these snp regions are enriched for regulatory elements that maypotentially increase gene expression. in vitro overexpression of slc29a1 in humanendothelial cells disrupted adenosine signaling and reduced nitric oxide levelsthat were further lowered upon bevacizumab exposure.conclusions: the genomicregion between slc29a1 and hsp90ab1 and its role in regulating adenosinesignaling are key targets for further investigation into the pathogenesis ofbevacizumab-induced hypertension. clin cancer res; 24(19); 4734-44. â©2018 aacr."
"Duke University",19,"background: non-muscle-invasive bladder cancer (nmibc) represents approximately75% of newly diagnosed patients with bladder cancer. non-muscle-invasive bladdercancer survivors have unique chronic burdens including frequent recurrences,repeated surveillance cystoscopies and treatments, and the highest lifetimemedical cost per person among all cancers.objective: the purpose of this study was to summarize studies assessing qualityof life (qol) in nmibc survivors.methods: the literature from january 2005 to march 2017 found in pubmed, cinahl,and psycinfo databases was reviewed systematically. inclusion criteria were asfollows: (1) research about nmibc survivors, (2) outcomes included qol, (3)original research article published in peer-reviewed journals, and (4) publishedin english.results: a total of 15 studies were included: 14 quantitative studies and 1mixed-methods study. non-muscle-invasive bladder cancer survivors hadsignificantly lower qol compared with the general population, especially infatigue, physical and role functioning, and mental health. repeated transurethralresections and intravesical treatments were associated with impaired physicalfunction and mental health. most nmibc survivors had concerns of urinary andbowel problems and sexual function.conclusion: despite a good prognosis, nmibc and its treatment have a significantimpact on qol in survivors. the findings showed large burdens in nmibc survivorsand suggest that further research is needed to better understand potentialopportunities to improve qol in this population.implications for practice: oncology nurses are in the critical position forassessing symptoms and concerns. oncology nurses should pay special attention tonmibc survivors who have unique symptoms and burden with the aim of improvingsurvivors' qol."
"Duke University",19,"background: falls in older adults with cancer are common, yet factors associatedwith fall-risk are not well-defined and may differ from the general geriatricpopulation. this study aims to develop and validate a model of factors associatedwith prior falls among older adults with cancer.methods: in this cross-sectional secondary analysis, two cohorts of patients agedâ‰¥â 65 with cancer were examined to develop and validate a model of factorsassociated with falls in the prior 6â months. potential independent variables,including demographic and laboratory data and a geriatric assessment(encompassing comorbidities, functional status, physical performance,medications, and psychosocial status), were identified. a multivariate model wasdeveloped in the derivation cohort using an exhaustive modeling approach. themodel selected for validation offered a low akaike information criteria value andincluded dichotomized variables for ease of clinical use. this model was thenapplied in the validation cohort.results: the development cohort (nâ =â€‰498) had a mean age of 73 (range 65-91).nearly one-fifth (18.2%) reported a fall in the prior 6â months. the selectedmodel comprised nine variables involving functional status, objective physicalperformance, depression, medications, and renal function. the auc of the modelwas 0.72 (95% confidence intervals 0.65-0.78). in the validation cohort(nâ =â€‰250), the prevalence of prior falls was 23.6%. the auc of the model in thevalidation cohort was 0.62 (95% confidence intervals 0.51-0.71).conclusion: in this study, we developed and validated a model of factorsassociated with prior falls in older adults with cancer. future study is neededto examine the utility of such a model in prospectively predicting incidentfalls."
"Duke University",19,"background: there are multiple known individual- and practice-level barriers toenrollment of older patients with cancer to clinical trials, but little is knownabout how the clinical research workforce feels about potential higher-levelstrategy changes aimed to promote increased enrollment of older patients.subjects, materials, and methods: we invited all 11,351 alliance for clinicaltrials in oncology (""alliance"") members to participate in an anonymous, web-basedsurvey to examine awareness of current accrual patterns for older patients toclinical trials, to ascertain consensus on how to tackle enrollment challenges,and to provide the impetus for high-level changes to improve clinical trialaccrual of older patients with cancer.results: during the period from february 28, 2017, to june 16, 2017, 1,146alliance members participated (response rateâ€‰= 10%), including a national diversesample of physicians, nurses, administrative/clinical research staff, and patientadvocates with representation from community, academic, and rural sites. overall,one third felt that >50% of clinical trial enrollees should be age â‰¥65, and 64.9%felt the alliance could improve upon enrollment of older patients. the four mostcommonly ranked strategies to improve enrollment of older patients were creatingmore dedicated trials for this population (36.3%), minimizing exclusion criteriafocused on comorbidity (35.5%), developing independent strategies for those agedâ‰¥65 and for those aged â‰¥70 (33.2%), and requiring that most/all alliance trialshave a specific expansion cohort of older patients (30.0%).conclusion: we anticipate that the recommendations from >1,000 alliance memberswill continue to propel important strategy changes aimed to improve accrual ofolder patients with cancer to clinical trials.implications for practice: this survey of the alliance for clinical trialsmembership sought opinions on potential, large-scale, national strategies toimprove accrual of older adults with cancer. consensus was found around multiplestrategies, including creating more dedicated trials for older patients,developing less stringent eligibility criteria, and mandating expansion cohortsof older patients within broader alliance trials. it is anticipated that therecommendations from >1,000 alliance members will continue to propel importantstrategy changes aimed to improve accrual of older patients with cancer toclinical trials."
"Duke University",19,"introduction: time-to-treatment-failure (ttf) is the interval from chemotherapyinitiation to premature discontinuation. we evaluated ttf based on age.methods: pooled analyses were conducted with first-line chemotherapy trials foradvanced nsclc (calgb 9730, 30203, and 30801). comparisons among patients whowere 65 years and older and 70 years and older were performed for ttf (primaryendpoint), reasons for early chemotherapy cessation, grade 3+ adverse events, andoverall survival.results: among 1006 patients, 460 (46%) were older than 65 years of age. onehundred forty-five older patients (32% of this age cohort) completed all sixplanned chemotherapy cycles as did 170 (32%) younger patients. median ttf was 2.9months (95% confidence interval: 2.7- 3.2) in older patients and 3 months (95%confidence interval: 2.9-3.5) in younger patients; adjustment for performancestatus and stratification by chemotherapy by trial yielded no statisticallysignificant age-based difference in ttf. however, reasons for early chemotherapycessation differed between age groups (multivariate pâ = 0.004). older patientswere less likely to discontinue from cancer progression (41% versus 55%) and morelikely from toxicity or patient choice (16% and 15%, respectively) compared toyounger patients (13% and 6%, respectively). older patients were more likely toexperience grade 3+ adverse events (86% versus 79%) with no statisticallysignificant difference in survival. an age cutpoint of 70+ years showed nodifference in ttf, a lower trend of early cessation due to cancer progression,and somewhat shorter older patient survival.conclusions: ttf was comparable between older and younger patients; butdifferent, age-based, and potentially modifiable reasons account for it."
"Duke University",19,"purpose: we aimed to examine the effects of multivalent binding and biomimeticcell rolling on the sensitivity and specificity of circulating tumor cell (ctc)capture. we also investigated the clinical significance of ctcs and their kineticprofiles in patients with cancer undergoing radiotherapy treatment.experimentaldesign: patients with histologically confirmed primary carcinoma undergoingradiotherapy, with or without chemotherapy, were eligible for enrollment.peripheral blood was collected prospectively at up to five time points, includingbefore radiotherapy, at the first week, mid-point and final week of treatment, aswell as 4 to 12 weeks after completion of radiotherapy. ctc capture wasaccomplished using a nanotechnology-based assay (capiocyte) functionalized withaepcam, aher-2, and aegfr.results: capiocyte was able to detect ctcs in all 24cancer patients enrolled. multivalent binding via poly(amidoamine) dendrimersfurther improved capture sensitivity. we also showed that cell rolling effect canimprove ctc capture specificity (% of captured cells that are ck+/cd45-/dapi+) upto 38%. among the 18 patients with sequential ctc measurements, the median ctcdecreased from 113 ctcs/ml before radiotherapy to 32 ctcs/ml at completion ofradiotherapy (p = 0.001). ctcs declined throughout radiotherapy in patients withcomplete clinical and/or radiographic response, in contrast with an elevation inctcs at mid or post-radiotherapy in the two patients with known pathologicresidual disease.conclusions: our study demonstrated that multivalent binding andcell rolling can improve the sensitivity and specificity of ctc capture comparedwith multivalent binding alone, allowing reliable monitoring of ctc changesduring and after treatment. clin cancer res; 24(11); 2539-47. â©2018 aacr."
"Duke University",19,"background: epidemiologic evidence for a serum cholesterol-prostate cancer linkis mixed. prostate-specific antigen (psa) is positively correlated withcholesterol, potentially increasing psa-driven biopsy recommendations in men withhigh cholesterol, though biopsy compliance may be lower in men with comorbidconditions. these potential biases may affect psa-driven biopsy rates andsubsequent prostate cancer detection in men with highâ serum cholesterol. ourobjective was to test the association between serum cholesterol and prostatecancer risk in men receiving psa independent, study-mandated prostate biopsies.methods: we conducted a post hoc analysis of data from 4974 non-statin users inreduce, a randomized trial in men with elevated psa and a negative baselinebiopsy. men underwent 2- and 4-year trial-mandated prostate biopsies.associations between baseline serum levels of total cholesterol, low-densitylipoprotein (ldl), high-density lipoprotein (hdl) and prostate cancer risk,overall and by gleason grade (<7 vs. â‰¥7), were examined using multivariablelogistic regression.results: highâ total serum cholesterol was associated with an increased risk ofhigh-grade prostate cancer diagnosis (or per 10â€‰mg/dl 1.05; 95% ci 1.00-1.09;pâ€‰=â€‰0.048), but cholesterol was unrelated to either overall or low-grade prostatecancer risk (p-values >0.185). there was no association between serum ldl andoverall, low- or high-grade prostate cancer risk (p-values >0.137). in contrast,elevated serum hdl was associated with increased risk of both overall (or per10â€‰mg/dl 1.08; 95% ci 1.01-1.16; pâ€‰=â€‰0.033) and high-grade prostate cancer (orper 10â€‰mg/dl 1.14; 95% ci 1.01-1.28; pâ€‰=â€‰0.034).conclusions: in reduce, where all men received psa independent, trial-mandatedbiopsies thus ensuring complete prostate cancer ascertainment, highâ total serumcholesterol and high hdl were associated with increased risk of high-gradeprostate cancer, supporting a cholesterol-prostate cancer link."
"Duke University",19,"background & aims: previous studies reported an association of the bacteriahelicobacter pylori, the primary cause of gastric cancer, and risk of colorectalcancer (crc). however, these findings have been inconsistent, appear to vary withpopulation characteristics, and may be specific for virulence factor vaca. tomore thoroughly evaluate the potential association of h pylori antibodies withcrc risk, we assembled a large consortium of cohorts representing diversepopulations in the united states.methods: we used h pylori multiplex serologic assays to analyze serum samplesfrom 4063 incident cases of crc, collected before diagnosis, and 4063 matchedindividuals without crc (controls) from 10 prospective cohorts for antibodyresponses to 13 h pylori proteins, including virulence factors vaca and caga. theassociation of sero-positivity to h pylori proteins, as well as protein-specificantibody level, with odds of crc was determined by conditional logisticregression.results: overall 40% of controls and 41% of cases were h. pylori sero-positive(odds ratio [or], 1.09; 95% ci, 0.99-1.20). h pylori vaca-specificsero-positivity was associated with an 11% increased odds of crc (or, 1.11; 95%ci, 1.01-1.22), and this association was particularly strong among africanamericans (or, 1.45; 95% ci, 1.08-1.95). additionally, odds of crc increased withlevel of vaca antibody in the overall cohort (p=.008) and specifically amongafrican americans (p=.007).conclusion: in an analysis of a large consortium of cohorts representing diversepopulations, we found serologic responses to h pylori vaca to associate withincreased risk of crc risk-particularly for african americans. future studiesshould seek to understand whether this marker is related to virulent h pyloristrains carried in these populations."
"Duke University",19,"background & aims: previous studies reported an association of the bacteriahelicobacter pylori, the primary cause of gastric cancer, and risk of colorectalcancer (crc). however, these findings have been inconsistent, appear to vary withpopulation characteristics, and may be specific for virulence factor vaca. tomore thoroughly evaluate the potential association of h pylori antibodies withcrc risk, we assembled a large consortium of cohorts representing diversepopulations in the united states.methods: we used h pylori multiplex serologic assays to analyze serum samplesfrom 4063 incident cases of crc, collected before diagnosis, and 4063 matchedindividuals without crc (controls) from 10 prospective cohorts for antibodyresponses to 13 h pylori proteins, including virulence factors vaca and caga. theassociation of sero-positivity to h pylori proteins, as well as protein-specificantibody level, with odds of crc was determined by conditional logisticregression.results: overall 40% of controls and 41% of cases were h. pylori sero-positive(odds ratio [or], 1.09; 95% ci, 0.99-1.20). h pylori vaca-specificsero-positivity was associated with an 11% increased odds of crc (or, 1.11; 95%ci, 1.01-1.22), and this association was particularly strong among africanamericans (or, 1.45; 95% ci, 1.08-1.95). additionally, odds of crc increased withlevel of vaca antibody in the overall cohort (p=.008) and specifically amongafrican americans (p=.007).conclusion: in an analysis of a large consortium of cohorts representing diversepopulations, we found serologic responses to h pylori vaca to associate withincreased risk of crc risk-particularly for african americans. future studiesshould seek to understand whether this marker is related to virulent h pyloristrains carried in these populations."
"Duke University",19,"background & aims: previous studies reported an association of the bacteriahelicobacter pylori, the primary cause of gastric cancer, and risk of colorectalcancer (crc). however, these findings have been inconsistent, appear to vary withpopulation characteristics, and may be specific for virulence factor vaca. tomore thoroughly evaluate the potential association of h pylori antibodies withcrc risk, we assembled a large consortium of cohorts representing diversepopulations in the united states.methods: we used h pylori multiplex serologic assays to analyze serum samplesfrom 4063 incident cases of crc, collected before diagnosis, and 4063 matchedindividuals without crc (controls) from 10 prospective cohorts for antibodyresponses to 13 h pylori proteins, including virulence factors vaca and caga. theassociation of sero-positivity to h pylori proteins, as well as protein-specificantibody level, with odds of crc was determined by conditional logisticregression.results: overall 40% of controls and 41% of cases were h. pylori sero-positive(odds ratio [or], 1.09; 95% ci, 0.99-1.20). h pylori vaca-specificsero-positivity was associated with an 11% increased odds of crc (or, 1.11; 95%ci, 1.01-1.22), and this association was particularly strong among africanamericans (or, 1.45; 95% ci, 1.08-1.95). additionally, odds of crc increased withlevel of vaca antibody in the overall cohort (p=.008) and specifically amongafrican americans (p=.007).conclusion: in an analysis of a large consortium of cohorts representing diversepopulations, we found serologic responses to h pylori vaca to associate withincreased risk of crc risk-particularly for african americans. future studiesshould seek to understand whether this marker is related to virulent h pyloristrains carried in these populations."
"Duke University",19,"background: telehealth employs technology to connect patients to the righthealthcare resources at the right time. women are high utilizers of healthcarewith gender-specific health issues that may benefit from the convenience andpersonalization of telehealth. thus, we produced an evidence map describing thequantity, distribution, and characteristics of evidence assessing theeffectiveness of telehealth services designed for women.methods: we searched medlineâ® (via pubmedâ®) and embaseâ® from inception throughmarch 20, 2018. we screened systematic reviews (srs), randomized trials, andquasi-experimental studies using predetermined eligibility criteria. articlesmeeting inclusion criteria were identified for data abstraction. to assessemerging trends, we also conducted a targeted search of clinicaltrials.gov .results: two hundred thirty-four primary studies and three srs were eligible forabstraction. we grouped studies into focused areas of research: maternal health(nâ€‰=â€‰96), prevention (nâ€‰=â€‰46), disease management (nâ€‰=â€‰63), family planning(nâ€‰=â€‰9), high-risk breast cancer assessment (nâ€‰=â€‰10), intimate partner violence(nâ€‰=â€‰7), and mental health (nâ€‰=â€‰3). most interventions focused on phone as theprimary telehealth modality and featured healthcare team-to-patient communicationand were limited in duration (e.g., <â€‰12â weeks). few interventions were conductedwith older women (â‰¥â€‰60â years) or in racially/ethnically diverse populations.there are few srs in this area and limited evidence regarding newer telehealthmodalities such as mobile-based applications or short message service/texting.targeted search of clinical.trials.gov yielded 73 ongoing studies that show ashift in the use of non-telephone modalities.discussion: our systematic evidence map highlights gaps in the existingliterature, such as a lack of studies in key women's health areas (intimatepartner violence, mental health), and a dearth of relevant srs. with few existingsrs in this literature, there is an opportunity for examining effects,efficiency, and acceptability across studies to inform efforts at implementingtelehealth for women."
